Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE CHERRYWOOD,"845,000",667.37,"1,266",Dec-20,LORONG L TELOK KURAU,Resale,Strata,62,"13,629",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
SILVERSEA,"1,550,000",968.76,"1,600",Dec-20,MARINE PARADE ROAD,Resale,Strata,90,"17,222",-,Condominium,1,99 yrs lease commencing from 2007,15,Rest of Central Region,01 to 05
DUNMAN VIEW,"1,320,800","1,184.04","1,116",Dec-20,HAIG ROAD,Resale,Strata,110,"12,007",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,11 to 15
BLU CORAL,"2,650,000","3,422.95",774,Dec-20,LORONG L TELOK KURAU,Resale,Strata,318,"8,333",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
SUNNYVALE RESIDENCES,"1,350,000",936.47,"1,442",Dec-20,LORONG K TELOK KURAU,Resale,Strata,87,"15,517",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
COSTA RHU,"3,050,000","2,228.15","1,369",Dec-20,RHU CROSS,Resale,Strata,207,"14,734",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,01 to 05
LAGOON VIEW,"1,585,000","1,646.89",962,Dec-20,MARINE PARADE ROAD,Resale,Strata,153,"10,359",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,21 to 25
HAIG APARTMENTS,"1,630,000","1,711.48",952,Dec-20,HAIG ROAD,Resale,Strata,159,"10,252",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
COTE D'AZUR,"1,488,000","1,108.69","1,342",Dec-20,MARINE PARADE ROAD,Resale,Strata,103,"14,447",-,Condominium,1,99 yrs lease commencing from 2001,15,Rest of Central Region,11 to 15
OLA RESIDENCES,"1,080,000",731.95,"1,476",Dec-20,MOUNTBATTEN ROAD,Resale,Strata,68,"15,882",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
SILVERSEA,"1,600,000","1,162.51","1,376",Dec-20,MARINE PARADE ROAD,Resale,Strata,108,"14,815",-,Condominium,1,99 yrs lease commencing from 2007,15,Rest of Central Region,01 to 05
THE SHORE RESIDENCES,"1,980,000","1,291.68","1,533",Dec-20,AMBER ROAD,Resale,Strata,120,"16,500",-,Condominium,1,103 yrs lease commencing from 2009,15,Rest of Central Region,11 to 15
HERITAGE EAST,"684,000",548.96,"1,246",Dec-20,EAST COAST ROAD,Resale,Strata,51,"13,412",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
ST PATRICK'S RESIDENCES,"1,750,000","1,205.57","1,452",Dec-20,ST. PATRICK'S ROAD,Resale,Strata,112,"15,625",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
SUNSHINE RESIDENCE,"638,000",559.73,"1,140",Dec-20,LORONG K TELOK KURAU,Resale,Strata,52,"12,269",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
LAGUNA PARK,"1,730,000","1,614.6","1,071",Dec-20,MARINE PARADE ROAD,Resale,Strata,150,"11,533",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,21 to 25
VILLA MARINA,"1,265,000","1,248.62","1,013",Dec-20,JALAN SEMPADAN,Resale,Strata,116,"10,905",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
THE MAKENA,"1,500,000",925.7,"1,620",Dec-20,MEYER ROAD,Resale,Strata,86,"17,442",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
AURALIS,"720,000",495.14,"1,454",Dec-20,EAST COAST ROAD,Resale,Strata,46,"15,652",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
VIBES @ EAST COAST,"590,000",409.03,"1,442",Dec-20,TELOK KURAU ROAD,Resale,Strata,38,"15,526",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
SANCTUARY GREEN,"1,631,000","1,356.26","1,203",Dec-20,TANJONG RHU ROAD,Resale,Strata,126,"12,944",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,06 to 10
ONE @ PULASAN,"970,000",871.88,"1,113",Nov-20,PULASAN ROAD,Resale,Strata,81,"11,975",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
SILVERSEA,"2,350,000","1,571.54","1,495",Nov-20,MARINE PARADE ROAD,Resale,Strata,146,"16,096",-,Condominium,1,99 yrs lease commencing from 2007,15,Rest of Central Region,01 to 05
BUTTERWORTH 8,"1,960,000","1,313.21","1,493",Nov-20,BUTTERWORTH LANE,Resale,Strata,122,"16,066",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
OLA RESIDENCES,"2,200,000","1,496.2","1,470",Nov-20,MOUNTBATTEN ROAD,Resale,Strata,139,"15,827",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
OCEAN PARK,"2,630,000","1,872.94","1,404",Nov-20,EAST COAST ROAD,Resale,Strata,174,"15,115",-,Condominium,1,Freehold,15,Outside Central Region,06 to 10
ESPIRA SPRING,"1,868,000","1,959.05",954,Nov-20,LORONG G TELOK KURAU,Resale,Strata,182,"10,264",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
PROSPERO VILLE,"1,040,000","1,076.4",966,Nov-20,LORONG K TELOK KURAU,Resale,Strata,100,"10,400",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
CRYSTAL RHU,"1,600,000","1,054.87","1,517",Nov-20,TANJONG RHU ROAD,Resale,Strata,98,"16,327",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
THE MAKENA,"2,355,000","1,636.13","1,439",Nov-20,MEYER ROAD,Resale,Strata,152,"15,493",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
THE WATERSIDE,"3,850,000","2,411.14","1,597",Nov-20,TANJONG RHU ROAD,Resale,Strata,224,"17,188",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
THE MAKENA,"2,325,000","1,582.31","1,469",Nov-20,MEYER ROAD,Resale,Strata,147,"15,816",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
FLAMINGO VALLEY,"1,380,000",958,"1,441",Nov-20,SIGLAP ROAD,Resale,Strata,89,"15,506",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
THE SUNNIFLORA,"960,000",828.83,"1,158",Nov-20,LORONG G TELOK KURAU,Resale,Strata,77,"12,468",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
AALTO,"4,970,000","2,443.43","2,034",Nov-20,MEYER ROAD,Resale,Strata,227,"21,894",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
AALTO,"5,228,000","2,443.43","2,140",Nov-20,MEYER ROAD,Resale,Strata,227,"23,031",-,Condominium,1,Freehold,15,Rest of Central Region,21 to 25
COSTA RHU,"1,700,000","1,743.77",975,Nov-20,RHU CROSS,Resale,Strata,162,"10,494",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,01 to 05
NEPTUNE COURT,"1,020,000","1,270.15",803,Nov-20,MARINE VISTA,Resale,Strata,118,"8,644",-,Apartment,1,99 yrs lease commencing from 1976,15,Outside Central Region,16 to 20
AMBER SKYE,"2,200,000","1,216.33","1,809",Nov-20,AMBER ROAD,Resale,Strata,113,"19,469",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
COTE D'AZUR,"1,180,000",839.59,"1,405",Nov-20,MARINE PARADE ROAD,Resale,Strata,78,"15,128",-,Condominium,1,99 yrs lease commencing from 2001,15,Rest of Central Region,06 to 10
TIVOLI GRANDE,"1,200,000","1,140.98","1,052",Nov-20,KOON SENG ROAD,Resale,Strata,106,"11,321",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
SANCTUARY GREEN,"1,330,000","1,140.98","1,166",Nov-20,TANJONG RHU ROAD,Resale,Strata,106,"12,547",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,01 to 05
EMERALD EAST,"2,850,000","2,055.92","1,386",Nov-20,TANJONG RHU ROAD,Resale,Strata,191,"14,921",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
PARKSHORE,"2,438,000","1,646.89","1,480",Nov-20,TANJONG RHU ROAD,Resale,Strata,153,"15,935",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
STILL 123,"1,230,000","1,140.98","1,078",Nov-20,LANGSAT ROAD,Resale,Strata,106,"11,604",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
BLU CORAL,"1,310,000","1,194.8","1,096",Nov-20,LORONG L TELOK KURAU,Resale,Strata,111,"11,802",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
THE GLACIER,"1,650,000","1,743.77",946,Nov-20,JOO CHIAT PLACE,Resale,Strata,162,"10,185",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE BELVEDERE,"2,270,000","1,259.39","1,802",Nov-20,MEYER ROAD,Resale,Strata,117,"19,402",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
THE SEA VIEW,"2,618,000","1,410.08","1,857",Nov-20,AMBER ROAD,Resale,Strata,131,"19,985",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
STRAITS MANSIONS,"1,800,000","1,011.82","1,779",Nov-20,SEA AVENUE,Resale,Strata,94,"19,149",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
GEMINI APARTMENTS,"1,280,000","1,270.15","1,008",Nov-20,JALAN TUA KONG,Resale,Strata,118,"10,847",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
PEBBLE BAY,"2,830,000","1,894.46","1,494",Nov-20,TANJONG RHU ROAD,Resale,Strata,176,"16,080",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,06 to 10
MANDARIN GARDENS,"1,110,000","1,001.05","1,109",Nov-20,SIGLAP ROAD,Resale,Strata,93,"11,935",-,Condominium,1,99 yrs lease commencing from 1982,15,Outside Central Region,06 to 10
AALTO,"4,050,000","1,959.05","2,067",Nov-20,MEYER ROAD,Resale,Strata,182,"22,253",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
THE WATERSIDE,"4,100,000","2,400.37","1,708",Nov-20,TANJONG RHU ROAD,Resale,Strata,223,"18,386",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
MODA,"2,698,000","1,819.12","1,483",Nov-20,EAST COAST ROAD,Resale,Strata,169,"15,964",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20
CRESCENDO BUILDING,"1,350,000","1,302.44","1,037",Nov-20,UPPER EAST COAST ROAD,Resale,Strata,121,"11,157",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
WHITESCAPE,"720,000",505.91,"1,423",Nov-20,LORONG N TELOK KURAU,Resale,Strata,47,"15,319",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
PARC BLEU,"605,000",462.85,"1,307",Nov-20,JOO CHIAT PLACE,Resale,Strata,43,"14,070",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
WATER PLACE,"1,588,000","1,227.1","1,294",Nov-20,TANJONG RHU ROAD,Resale,Strata,114,"13,930",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,11 to 15
THE WATERSIDE,"3,900,000","2,400.37","1,625",Nov-20,TANJONG RHU ROAD,Resale,Strata,223,"17,489",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
PARC SEABREEZE,"2,480,000","1,356.26","1,829",Nov-20,JOO CHIAT ROAD,Resale,Strata,126,"19,683",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
AURA 83,"1,930,000","1,593.07","1,211",Nov-20,DUKU ROAD,Resale,Strata,148,"13,041",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
MARINE BLUE,"1,980,000","1,140.98","1,735",Nov-20,MARINE PARADE ROAD,Resale,Strata,106,"18,679",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
ONE AMBER,"1,800,000",958,"1,879",Nov-20,AMBER GARDENS,Resale,Strata,89,"20,225",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
VILLA MARINA,"1,230,000","1,463.9",840,Nov-20,JALAN SEMPADAN,Resale,Strata,136,"9,044",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
AURA 83,"1,150,000",785.77,"1,464",Nov-20,DUKU ROAD,Resale,Strata,73,"15,753",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
PEBBLE BAY,"3,150,000","2,335.79","1,349",Nov-20,TANJONG RHU ROAD,Resale,Strata,217,"14,516",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,01 to 05
SANCTUARY GREEN,"1,038,000",828.83,"1,252",Nov-20,TANJONG RHU ROAD,Resale,Strata,77,"13,481",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,01 to 05
THE SEA VIEW,"2,750,000","1,517.72","1,812",Nov-20,AMBER ROAD,Resale,Strata,141,"19,504",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
NEPTUNE COURT,"1,500,000","1,636.13",917,Nov-20,MARINE VISTA,Resale,Strata,152,"9,868",-,Apartment,1,99 yrs lease commencing from 1975,15,Outside Central Region,16 to 20
CORALIS,"1,489,000",807.3,"1,844",Nov-20,JOO CHIAT ROAD,Resale,Strata,75,"19,853",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
SUITES @ GUILLEMARD,"1,020,000",796.54,"1,281",Nov-20,LIM AH WOO ROAD,Resale,Strata,74,"13,784",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
EVERITT GREEN,"1,550,000","1,388.56","1,116",Nov-20,EVERITT ROAD NORTH,Resale,Strata,129,"12,016",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
BUTTERWORTH 8,"1,900,000","1,313.21","1,447",Nov-20,BUTTERWORTH LANE,Resale,Strata,122,"15,574",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
ONE AMBER,"2,300,000","1,302.44","1,766",Nov-20,AMBER GARDENS,Resale,Strata,121,"19,008",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
THE BALE,"1,390,000","1,205.57","1,153",Nov-20,LORONG H TELOK KURAU,Resale,Strata,112,"12,411",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
MELROSE VILLE,"2,088,000","2,088.22","1,000",Nov-20,ROSE LANE,Resale,Strata,194,"10,763",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
DUNMAN VIEW,"1,400,000","1,173.28","1,193",Nov-20,HAIG ROAD,Resale,Strata,109,"12,844",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,16 to 20
THE MAKENA,"1,800,000","1,151.75","1,563",Nov-20,MEYER ROAD,Resale,Strata,107,"16,822",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
HAIG COURT,"1,510,000","1,076.4","1,403",Nov-20,HAIG ROAD,Resale,Strata,100,"15,100",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
SUITES@ KATONG,"838,000",796.54,"1,052",Nov-20,TANJONG KATONG ROAD,Resale,Strata,74,"11,324",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
LAGOON VIEW,"1,400,000","1,646.89",850,Nov-20,MARINE PARADE ROAD,Resale,Strata,153,"9,150",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,06 to 10
ONE AMBER,"2,300,000","1,991.34","1,155",Nov-20,AMBER GARDENS,Resale,Strata,185,"12,432",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
THE SEAFRONT ON MEYER,"3,250,000","1,603.84","2,026",Nov-20,MEYER ROAD,Resale,Strata,149,"21,812",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
THE MAKENA,"3,050,000","1,915.99","1,592",Nov-20,MEYER ROAD,Resale,Strata,178,"17,135",-,Condominium,1,Freehold,15,Rest of Central Region,21 to 25
VILLA MARINA,"1,300,000","1,474.67",882,Nov-20,JALAN SEMPADAN,Resale,Strata,137,"9,489",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
THE MINT RESIDENCES,"1,073,000",990.29,"1,084",Nov-20,JOO CHIAT TERRACE,Resale,Strata,92,"11,663",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
VIBES @ EAST COAST,"635,000",419.8,"1,513",Nov-20,TELOK KURAU ROAD,Resale,Strata,39,"16,282",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
VERSILIA ON HAIG,"1,670,000","1,130.22","1,478",Nov-20,IPOH LANE,Resale,Strata,105,"15,905",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
SANCTUARY GREEN,"2,190,000","1,711.48","1,280",Nov-20,TANJONG RHU ROAD,Resale,Strata,159,"13,774",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,01 to 05
8M RESIDENCES,"1,630,000",893.41,"1,824",Nov-20,MARGATE ROAD,Resale,Strata,83,"19,639",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
MALVERN SPRINGS,"2,338,888","2,658.71",880,Nov-20,ONAN ROAD,Resale,Strata,247,"9,469",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
QUESTA @ DUNMAN,"685,000",430.56,"1,591",Nov-20,DUNMAN ROAD,Resale,Strata,40,"17,125",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
THE BALE,"1,878,000","1,840.64","1,020",Nov-20,LORONG H TELOK KURAU,Resale,Strata,171,"10,982",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE SEA VIEW,"2,850,000","1,410.08","2,021",Nov-20,AMBER ROAD,Resale,Strata,131,"21,756",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
SUITES @ EASTCOAST,"540,000",365.98,"1,476",Nov-20,UPPER EAST COAST ROAD,Resale,Strata,34,"15,882",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
THE SHORE RESIDENCES,"1,881,000","1,291.68","1,456",Nov-20,AMBER ROAD,Resale,Strata,120,"15,675",-,Condominium,1,103 yrs lease commencing from 2009,15,Rest of Central Region,06 to 10
THE ESTA,"2,680,000","1,593.07","1,682",Nov-20,AMBER GARDENS,Resale,Strata,148,"18,108",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
THE NCLAVE,"1,400,000","1,205.57","1,161",Nov-20,LORONG N TELOK KURAU,Resale,Strata,112,"12,500",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
RESIDENTIAL APARTMENTS,"1,375,000","1,248.62","1,101",Nov-20,JOO CHIAT ROAD,Resale,Strata,116,"11,853",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
SANDALWOOD,"1,500,000","1,173.28","1,278",Nov-20,TEMBELING ROAD,Resale,Strata,109,"13,761",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
LAGUNA PARK,"1,450,000","1,453.14",998,Nov-20,MARINE PARADE ROAD,Resale,Strata,135,"10,741",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,06 to 10
KATONG REGENCY,"970,000",548.96,"1,767",Nov-20,TANJONG KATONG ROAD,Resale,Strata,51,"19,020",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
KINGS APARTMENTS,"1,270,000","1,151.75","1,103",Nov-20,LORONG K TELOK KURAU,Resale,Strata,107,"11,869",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
COTE D'AZUR,"2,290,000","1,679.18","1,364",Nov-20,MARINE PARADE ROAD,Resale,Strata,156,"14,679",-,Condominium,1,99 yrs lease commencing from 2001,15,Rest of Central Region,06 to 10
ESPIRA SUITES,"660,000",473.62,"1,394",Nov-20,LORONG H TELOK KURAU,Resale,Strata,44,"15,000",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
STRAITS RESIDENCES,"538,000",344.45,"1,562",Nov-20,JOO CHIAT PLACE,Resale,Strata,32,"16,813",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
TANJONG RIA CONDOMINIUM,"760,000",613.55,"1,239",Nov-20,TANJONG RHU ROAD,Resale,Strata,57,"13,333",-,Condominium,1,99 yrs lease commencing from 1993,15,Rest of Central Region,01 to 05
CHELSEA LODGE,"1,430,000","1,227.1","1,165",Nov-20,TANJONG KATONG ROAD,Resale,Strata,114,"12,544",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
FLAMINGO VALLEY,"1,190,000",828.83,"1,436",Nov-20,SIGLAP ROAD,Resale,Strata,77,"15,455",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
EURO-ASIA LODGE,"1,360,000","1,356.26","1,003",Nov-20,JOO CHIAT TERRACE,Resale,Strata,126,"10,794",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
SILVERSEA,"2,450,000","1,485.43","1,649",Nov-20,MARINE PARADE ROAD,Resale,Strata,138,"17,754",-,Condominium,1,99 yrs lease commencing from 2007,15,Rest of Central Region,06 to 10
THE GLACIER,"1,650,000","1,399.32","1,179",Nov-20,JOO CHIAT PLACE,Resale,Strata,130,"12,692",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
VILLA MARINA,"1,300,000","1,248.62","1,041",Nov-20,JALAN SEMPADAN,Resale,Strata,116,"11,207",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
TROPICS @ HAIGSVILLE,"1,050,000",936.47,"1,121",Nov-20,HAIGSVILLE DRIVE,Resale,Strata,87,"12,069",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
FULCRUM,"1,438,000",699.66,"2,055",Nov-20,FORT ROAD,Resale,Strata,65,"22,123",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
CRYSTAL RHU,"1,590,000","1,065.64","1,492",Nov-20,TANJONG RHU ROAD,Resale,Strata,99,"16,061",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
91 MARSHALL,"600,000",376.74,"1,593",Nov-20,MARSHALL ROAD,Resale,Strata,35,"17,143",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
POSHGROVE EAST,"1,820,000","1,237.86","1,470",Nov-20,EAST COAST ROAD,Resale,Strata,115,"15,826",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
PALM OASIS,"1,020,000",882.65,"1,156",Nov-20,LORONG H TELOK KURAU,Resale,Strata,82,"12,439",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE SEAWIND,"1,600,000",936.47,"1,709",Nov-20,LORONG M TELOK KURAU,Resale,Strata,87,"18,391",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
HAIG COURT,"4,718,888","4,036.5","1,169",Nov-20,HAIG ROAD,Resale,Strata,375,"12,584",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
SIGLAP LODGE,"1,880,000","1,883.7",998,Nov-20,UPPER EAST COAST ROAD,Resale,Strata,175,"10,743",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
ISUITES @ MARSHALL,"810,000",613.55,"1,320",Nov-20,MARSHALL ROAD,Resale,Strata,57,"14,211",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
CRESCENDO BUILDING,"1,175,000","1,302.44",902,Nov-20,UPPER EAST COAST ROAD,Resale,Strata,121,"9,711",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
PALM OASIS,"1,060,000",861.12,"1,231",Nov-20,LORONG H TELOK KURAU,Resale,Strata,80,"13,250",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
D' CASTILIA,"678,000",602.78,"1,125",Oct-20,JOO CHIAT LANE,Resale,Strata,56,"12,107",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
FLAMINGO VALLEY,"1,650,000","1,151.75","1,433",Oct-20,SIGLAP ROAD,Resale,Strata,107,"15,421",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
FLAMINGO VALLEY,"1,630,888","1,151.75","1,416",Oct-20,SIGLAP ROAD,Resale,Strata,107,"15,242",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
TORIE MANSIONS,"1,465,000","1,442.38","1,016",Oct-20,EVERITT ROAD,Resale,Strata,134,"10,933",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
TANJONG RIA CONDOMINIUM,"900,000",807.3,"1,115",Oct-20,TANJONG RHU ROAD,Resale,Strata,75,"12,000",-,Condominium,1,99 yrs lease commencing from 1993,15,Rest of Central Region,01 to 05
EBONY MANSIONS,"1,430,000","1,302.44","1,098",Oct-20,LORONG M TELOK KURAU,Resale,Strata,121,"11,818",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
SHIRO,"640,000",452.09,"1,416",Oct-20,LORONG H TELOK KURAU,Resale,Strata,42,"15,238",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
AURALIS,"1,035,000",710.42,"1,457",Oct-20,EAST COAST ROAD,Resale,Strata,66,"15,682",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
VILLA MARINA,"1,132,000","1,151.75",983,Oct-20,JALAN SEMPADAN,Resale,Strata,107,"10,579",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
NEPTUNE COURT,"1,078,000","1,270.15",849,Oct-20,MARINE VISTA,Resale,Strata,118,"9,136",-,Apartment,1,99 yrs lease commencing from 1976,15,Outside Central Region,06 to 10
